GameManualItem/content/git branch/commandDetail/4/example,"當使用者 A 想要得知使用者 B 開發的遠端分支名稱時，
可以執行以下指令："
GameManualItem/content/git branch/commandDetail/4/exampleBox,git branch <color=#CF001C>-r</color>
GameManualItem/content/git branch/commandDetail/4/hint,"<b>1. 與 <color=#CF001C>git branch</color> 指令的不同處：</b>
     雖然這兩個指令都能夠查看分支名稱，但是作用不同：
     <color=#CF001C>git branch</color> 用於查看本地分支。
     <color=#173D91>git branch -r</color> 用於查看所有遠端分支名稱。"
GameManualItem/content/git branch/commandDetail/4/scenario,1. 需要知道遠端儲存庫中的遠端分支名稱。
GameManualItem/content/git branch/commandDetail/4/use,"查看所有遠端分支的名稱，它們會以以下格式命名：
<color=#CF001C>遠端儲存庫別名/分支名稱</color> "
GameManualItem/content/git branch/commandDetail/5,"git branch <color=#CF001C>本地分支名</color> <color=""#173D91"">遠端分支名</color>"
GameManualItem/content/git branch/commandDetail/5/example,"當使用者 A 需要查看使用者 B 開發的 'member-branch' 分支時，
執行以下指令來獲得遠端 'member-branch' 分支的內容到本地設備中："
GameManualItem/content/git branch/commandDetail/5/exampleBox,"git branch <color=#CF001C>member-branch</color> <color=""#173D91"">origin/member-branch</color>"
GameManualItem/content/git branch/commandDetail/5/hint,"<b>1. 本地分支盡量與遠端分支名稱一致：</b>
     通常情況下，本地分支的名稱應與遠端分支相對應。
     以減少混淆。

<b>2. 確保執行此指令時，指定的分支名稱不存在：</b>
     和 <color=#CF001C>git branch</color> 指令相同，它會在本地儲存庫上創建分支。
     如果創建的分支名稱已存在，將停止運行。"
GameManualItem/content/git branch/commandDetail/5/scenario,"1. 需要從遠端獲取特定分支。
2. 需要查看其他開發者或自己的遠端分支時。"
GameManualItem/content/git branch/commandDetail/5/use,將指定遠端分支的 '提交記錄' 複製到一個新創建的本地分支上。
GameManualItem/content/git checkout/1,"<color=#CF001C>git checkout</color> 是一個廣泛使用的指令類型。
它涵蓋了 '提交記錄'、'分支管理' 這些領域。

這個指令允許您切換到不同的 '提交' 或 '分支'，同時還會同步 '工作目錄' 中的檔案內容。"
GameManualItem/content/git checkout/commandDetail/1,git checkout <color=#CF001C>提交ID</color>
GameManualItem/content/git checkout/commandDetail/1/example,"當使用者 A 需要回到先前的版本以檢查錯誤的根本原因時。
在確認了指定提交的 ID 後（例如：123abc），
可以執行以下指令："
GameManualItem/content/git checkout/commandDetail/1/exampleBox,git checkout <color=#CF001C>123abc</color>
GameManualItem/content/git checkout/commandDetail/1/hint,"<b>1. 查看完成後，需要返回到正確的分支以繼續開發：</b>
     當 HEAD 指向 '提交'，而不是指向 '分支' 時，這被稱為 '分離 HEAD' 狀態。
     在這種狀態下，新的 '提交' 不會新建在任何分支上。
     這可能導致 '提交' 的遺失。

     為了維護專案的管理，請在查看完內容後。
     使用 <color=#CF001C>git checkout 分支名稱</color> 指令將 HEAD 重新指向分支。"
GameManualItem/content/git checkout/commandDetail/1/scenario,"1. 檢查不同 '提交' 的修改內容。
2. 在最新版本中發現錯誤，需要進行問題修復時。"
GameManualItem/content/git checkout/commandDetail/1/use,將 HEAD 移動到指定的 '提交'，以恢復專案到該 '提交' 的版本。
GameManualItem/content/git checkout/commandDetail/2,git checkout <color=#CF001C>分支名稱</color>
GameManualItem/content/git checkout/commandDetail/2/example,"當使用者 A 完成查看之前版本的內容後，需要繼續在 'master' 分支上開發時。
可以執行以下指令來切換分支："
GameManualItem/content/git checkout/commandDetail/2/exampleBox,git checkout <color=#CF001C>master</color>
GameManualItem/content/git checkout/commandDetail/2/hint,"<b>1. 注意當前所在分支：</b>
     在專案開發過程中，經常會在不正確的分支開發功能。
     為了造成避免不必要的混淆。
     請在開發功能前，確保位於正確的分支。"
GameManualItem/content/git checkout/commandDetail/2/scenario,"1. 繼續在特定分支上進行開發。
2. 準備進行分支合併操作時。"
GameManualItem/content/git checkout/commandDetail/2/use,"將 HEAD 指向指定的 '分支'。
HEAD 將移動到該分支的最新 '提交'，以便繼續專案開發。"
GameManualItem/content/git clone/1,"<color=#CF001C>git clone</color> 是與 '遠端管理' 有關的指令類型，
在使用遠端儲存庫時要執行的第一個指令。

這個指令類型允許您將遠端儲存庫的內容複製到本地設備，
同時創建本地設備和遠端儲存庫之間的連接。

複製成功的遠端儲存庫會被 Git 命名為 'origin'，
部分 Git 指令會使用這些別名來執行功能。"
GameManualItem/content/git clone/commandDetail/1,git clone <color=#CF001C>remote_repository_URL</color>
GameManualItem/content/git clone/commandDetail/1/example,"當使用者 A 在 Git 服務平台（例如：GitHub、GitLab 等）上
創建了一個新的遠端儲存庫（例如：https://github.com/user/New-Project.git）。

如果要在自己的本地設備上開發專案時，可以執行以下指令："
GameManualItem/content/git clone/commandDetail/1/exampleBox,git clone <color=#CF001C>https://github.com/user/New-Project.git</color>
GameManualItem/content/git clone/commandDetail/1/hint,"<b>1. 確認當前命令行的路徑：</b>
     當執行此指令後，
     Git 會在命令行路徑下創建一個與遠端儲存庫相同名稱的資料夾。
     資料夾內包含了遠端儲存庫的所有檔案。

<b>2. 了解指令執行失敗的原因：</b>
     指令執行失敗的原因可能是：
          1. 網路連接問題
          2. 權限問題
          3. 當前路徑的狀態

     如果想要避免 '當前路徑的狀態' 造成指令執行失敗。
     請確保當前路徑中不包含與遠端儲存庫同名的資料夾，並且該資料夾內容為空。"
GameManualItem/content/git clone/commandDetail/1/scenario,"1. 準備開始使用遠端儲存庫進行開發時。
2. 需要在新的設備上繼續專案開發時。"
GameManualItem/content/git clone/commandDetail/1/use,將遠端儲存庫的內容複製到本地設備中。
GameManualItem/content/git commit/1,"<color=#CF001C>git commit</color> 是與 '提交記錄' 有關的指令類型。

這個指令是將位於 '暫存區域' 中的修改整合成一個新的 '提交'，
並將其儲存到 '儲存庫' 中的 '提交記錄' 區域。

要成功執行 <color=#CF001C>git commit</color>，需要滿足以下兩個條件：
1. 至少有一個檔案已經被加入 '暫存區域'。
2. 提供一個簡潔且有意義的提交訊息。
   
這個指令有助於開發者整理工作，以便更好地追蹤不同版本修改內容和目的。"
GameManualItem/content/git commit/commandDetail/1,"git commit <color=#CF001C>-m 或 --message</color> <color=""#173D91"">""提交訊息""</color>"
GameManualItem/content/git commit/commandDetail/1/example,"使用者 A 最近開發了一個新的功能，並將檔案加入至 '暫存區域'。
執行以下指令來創建新的 '提交'："
GameManualItem/content/git commit/commandDetail/1/exampleBox,"git commit <color=#CF001C>-m</color> <color=""#173D91"">""新增搜尋關鍵字功能""</color>"
GameManualItem/content/git commit/commandDetail/1/hint/1,"<b>1. 提交訊息需要使用雙引號 <color=#CF001C>""</color> 包裹：</b>
     Git 指令使用空格來區分不同的指令欄位。
     使用雙引號可以確保提交訊息被視為一個指令欄位。

<b>2. 提交訊息要具體而清晰：</b>
     為了讓人能夠快速了解每個 '提交' 的內容和目的，
     請確保填寫的提交訊息具體而清晰。

<b>3. 如何在本遊戲中快速填寫提交訊息：</b>
     本遊戲提供了快速填寫提交訊息的方式，
     請按照以下步驟執行正確的指令："
GameManualItem/content/git commit/commandDetail/1/hint/2,          1. 在命令行中輸入以下指令：
GameManualItem/content/git commit/commandDetail/1/hint/3,"git commit <color=#CF001C>-m</color> <color=""#173D91"">""""</color>"
GameManualItem/content/git commit/commandDetail/1/hint/4,"          2. 按下 Tab 鍵或搜尋功能按鈕，以開啟選擇視窗。
          3. 從選擇視窗中選擇最適合的提交訊息選項。
          4. 選擇後，提交訊息將自動填入指令中。"
GameManualItem/content/git commit/commandDetail/1/hint/5,     按照上述步驟，您就可以輕鬆執行 <color=#CF001C>git commit</color> 指令並提交您的修改。
GameManualItem/content/git commit/commandDetail/1/scenario,1. 已確定要將 '暫存區域' 中的修改保存為一個 '提交' 時。
GameManualItem/content/git commit/commandDetail/1/use,"用於將 '暫存區域' 中的修改整合成一個新的 '提交'，
同時提供提交訊息以說明修改的內容。"
GameManualItem/content/git init/1,"<color=#CF001C>git init</color> 是 Git 指令中最基礎的類型之一。

當您想要開始使用 Git 來管理您的專案時，
<color=#CF001C>git init</color> 將是您需要執行的第一個指令。

執行成功後，將在您指定的檔案路徑下創建一個名為 <color=#CF001C>.git</color> 的隱藏資料夾。
這個資料夾是 Git 管理系統的核心，儲存著專案記錄。
如果缺少這個資料夾，大多數 Git 指令將無法運作。"
GameManualItem/content/git init/commandDetail/1,git init
GameManualItem/content/git init/commandDetail/1/example,"當使用者 A 準備使用 Git 來管理專案時，
在選定要管理的專案路徑後，執行以下指令："
GameManualItem/content/git init/commandDetail/1/exampleBox,git init
GameManualItem/content/git init/commandDetail/1/hint,"<b>1. 確保執行指令時的路徑正確：</b>
     當您執行 <color=#CF001C>git init</color> 時，
     Git 將在命令行所在的路徑下創建 <color=#CF001C>.git</color> 資料夾。

     請確保這個路徑與您要管理的專案相符，以避免不必要的混淆和困擾。"
GameManualItem/content/git init/commandDetail/1/scenario,1. 想要開始使用 Git 管理專案時。
GameManualItem/content/git init/commandDetail/1/use,在命令行所在的路徑下創建一個 <color=#CF001C>.git</color> 隱藏資料夾。
GameManualItem/content/git log/1,"<color=#CF001C>git log</color> 是一個廣泛使用的指令類型。
它涵蓋了 '提交記錄'、'分支管理'、'遠端管理' 領域。

這個指令類型的主要作用
是讓您了解目前 Git 管理系統中的 '提交記錄' 狀態。

'提交記錄' 是 '儲存庫' 中的一個區域，用來存放專案的所有提交。"
GameManualItem/content/git log/1/tip,"在實際使用 Git 時，結果會顯示在命令行視窗中。
本遊戲將輸出內容，整合到 '提交記錄' 視窗中。
以便更容易查看內容，視窗的設計和實際輸出相似。
並整合了 <color=#CF001C>git log</color> 不同參數的輸出結果。"
GameManualItem/content/git log/commandDetail/1,git log
GameManualItem/content/git log/commandDetail/1/example,"當使用者完成一個新的功能並成功提交後，
可以執行以下指令來查看目前 '提交記錄' 狀態："
GameManualItem/content/git log/commandDetail/1/exampleBox,git log
GameManualItem/content/git log/commandDetail/1/hint/1,"<b>1. 無法即時更新內容：</b>
     在執行會影響 '提交記錄' 的指令時（例如：git commit、git checkout 等）。
     雖然成功執行了指令，您無法立即看到視窗中的更新。

     因此，在執行這些指令後，請再次使用 <color=#CF001C>git log</color> 以查看最新的狀態。

<b>2. '提交記錄' 視窗的設計：</b>
     在本遊戲中，將 <color=#CF001C>git log</color> 指令的輸出結果整合到一個名為 '提交記錄' 的視窗中。
     如果您在實際使用 Git 時需要輸入以下指令以達到相同效果："
GameManualItem/content/git log/commandDetail/1/hint/2,"git log <color=#CF001C>--oneline</color> <color=""#173D91"">--all</color> <color=#244B0E>--graph</color>"
GameManualItem/content/git log/commandDetail/1/hint/3,"     以下是這些參數的功能：
     <color=#CF001C>--oneline</color> 僅顯示 '提交ID' 和 '提交訊息'。
     <color=""#173D91"">--all</color> 顯示所有分支的 '提交記錄'。
     <color=#244B0E>--graph</color> 通過圖示來顯示 '提交' 間關係。"
GameManualItem/content/git log/commandDetail/1/scenario,"1. 想要確認當前 '提交記錄' 的狀態。
2. 剛剛新建一個提交。
3. 切換到其他提交後。
4. 查看本地儲存庫分支的狀態。
5. 查看遠端儲存庫分支的狀態。"
GameManualItem/content/git log/commandDetail/1/use,開啟 '提交記錄' 視窗，以顯示當前的 '提交記錄' 內容。
GameManualItem/content/git merge/1,"<color=#CF001C>git merge</color> 是一個重要的指令類型。
它涵蓋了 '提交記錄'、'分支管理' 這些領域。

這個指令能夠合併分支。
在合併過程中，Git 根據兩個目標分支的 '提交記錄' 自動選擇合併模式。
合併模式有以下三種：
1. 快進合併（Fast-Forward Merge）
2. 自動合併（Auto Merge）
3. 合併衝突（Merge Conflict）

關於合併模式的詳細說明，
可以參考遊戲手冊中的 'git merge 的合併模式'。"
GameManualItem/content/git merge/commandDetail/1,git merge <color=#CF001C>分支名稱</color>
GameManualItem/content/git merge/commandDetail/1/example,"當使用者 A 在 'new-feature' 分支上完成開發後，
想要將其內容合併到 'master' 分支上。
使用者 A 可以切換到 'master' 分支，然後執行以下指令："
GameManualItem/content/git merge/commandDetail/1/exampleBox,git merge <color=#CF001C>new-feature</color>
GameManualItem/content/git merge/commandDetail/1/hint,"<b>1. 確認當前分支：</b>
     在執行合併之前，請確保當前分支是正確的。
     以避免合併到錯誤的分支上，造成不必要的困擾。

<b>2. 了解指定分支和當前所在分支的角色：</b>
     合併分支 A 到分支 B 的結果，可能會不同於合併分支 B 到分支 A。

     因此在進行合併之前，請先確定兩個分支的角色，
     以避免合併到錯誤的分支。"
GameManualItem/content/git merge/commandDetail/1/scenario,"1. 準備將已完成的分支合併到主分支時。
2. 在準備創建 Pull Request 之前，確認合併流程的步驟之一。"
GameManualItem/content/git merge/commandDetail/1/use,"將指定分支的內容合併到當前分支上，
使得當前分支獲得指定分支的所有 '提交記錄'。"
GameManualItem/content/git pull/1,"<color=#CF001C>git pull</color> 是與 '遠端管理' 有關的指令類型。

這個指令用於將本地分支與遠端儲存庫中的分支同步，
以確保您的本地分支保持最新的狀態。

當執行這個指令時，它會依序執行以下兩個操作：
1. 從遠端儲存庫下載最新的 '提交記錄'
2. 將這些新的 '提交記錄' 合併到您的本地分支。

其中，第 2 個操作和 <color=#CF001C>git merge</color> 指令的功能相似，
Git 將根據分支之間的差異自動選擇合併模式之一。"
GameManualItem/content/git pull/commandDetail/1,"git pull <color=#CF001C>遠端儲存庫別名</color> <color=""#173D91"">分支名稱</color>"
GameManualItem/content/git pull/commandDetail/1/example,"當使用者 A 需要在其他設備上開發專案，
但本地儲存庫已經很長時間沒有更新時，
可以執行以下指令來更新本地 'new-feature' 分支："
GameManualItem/content/git pull/commandDetail/1/exampleBox,"git pull <color=#CF001C>origin</color> <color=""#173D91"">new-feature</color>"
GameManualItem/content/git pull/commandDetail/1/hint,"<b>1. 確認遠端儲存庫的名稱：</b>
     通常情況下，開發專案只需要連接一個遠端儲存庫即可。
     這個遠端儲存庫在 Git 中被命名為 'origin'。

     但是，如果您有連接到多個遠端儲存庫。
     在同步內容之前，請使用 <color=#CF001C>git remote</color> 指令來確認正確遠端儲存庫。

<b>2. 確保切換到正確的分支：</b>
     在執行這個指令之前，請確保您位於正確的分支上。

     假如您在 'master' 分支上執行 <color=#CF001C>git pull origin new-feature</color>。
     'master' 分支會獲得遠端 'new-feature'的 '提交記錄'。
     這會造成不必要的困擾。"
GameManualItem/content/git pull/commandDetail/1/scenario,"1. 需要在其他本地設備上開發專案時。
2. 在準備創建 Pull Request 之前，確認合併流程的步驟之一"
GameManualItem/content/git pull/commandDetail/1/use,將當前本地分支同步至指定遠端儲存庫中的指定遠端分支。
GameManualItem/content/git push/1,"<color=#CF001C>git push</color> 是與 '遠端管理' 有關的指令類型。

這個指令用於將本地分支的內容上傳到指定的遠端儲存庫，
同時遠端儲存庫將創建並更新相對應的遠端分支。"
GameManualItem/content/git push/commandDetail/1,"git push <color=#CF001C>遠端儲存庫別名</color> <color=""#173D91"">本地分支</color>"
GameManualItem/content/git push/commandDetail/1/example,"當使用者 A 已經在 'new-feature' 分支上完成功能。
想要上傳分支的內容到遠端儲存庫，可以執行以下指令："
GameManualItem/content/git push/commandDetail/1/exampleBox,"git push <color=#CF001C>origin</color> <color=""#173D91"">new-feature</color>"
GameManualItem/content/git push/commandDetail/1/hint,"<b>1. 確認遠端儲存庫的名稱：</b>
     通常情況下，開發專案只需要連接一個遠端儲存庫即可。
     這個遠端儲存庫在 Git 中被命名為 'origin'。

     但是，如果您有連接到多個遠端儲存庫。
     在上傳修改內容之前，請使用 <color=#CF001C>git remote</color> 指令來確認正確遠端儲存庫。"
GameManualItem/content/git push/commandDetail/1/scenario,"1. 已完成部分功能。
2. 需要備份本地分支的內容。
3. 功能已經完全開發完畢。"
GameManualItem/content/git push/commandDetail/1/use,"將指定的本地分支上傳到指定的遠端儲存庫。
在遠端儲存庫上創建同名的遠端分支，並同步本地分支的 '提交記錄'。"
GameManualItem/content/git push/commandDetail/2,"git push <color=#CF001C>-d 或 --delete</color> <color=""#173D91"">遠端儲存庫別名</color> <color=#244B0E>分支名稱</color>"
GameManualItem/content/git push/commandDetail/2/example,"當使用者 A 創建的 Pull Request 
已經將 'new-feature' 分支成功合併到遠端 'master' 分支時，
執行以下指令來刪除遠端分支："
GameManualItem/content/git push/commandDetail/2/exampleBox,"git push <color=#CF001C>-d</color> <color=""#173D91"">origin</color> <color=#244B0E>new-feature</color>"
GameManualItem/content/git push/commandDetail/2/hint,"<b>1. 確認遠端儲存庫的名稱：</b>
     通常情況下，開發專案只需要連接一個遠端儲存庫即可。
     這個遠端儲存庫在 Git 中被命名為 'origin'。

     但是，如果您有連接到多個遠端儲存庫。
     在刪除分支之前，請使用 <color=#CF001C>git remote</color> 指令來確認正確遠端儲存庫。"
GameManualItem/content/git push/commandDetail/2/scenario,1. 當特定遠端分支已經被合併到遠端主分支時。
GameManualItem/content/git push/commandDetail/2/use,刪除指定遠端儲存庫中的特定遠端分支。
GameManualItem/content/git remote/1,"<color=#CF001C>git remote</color> 是與 '遠端管理' 有關的指令類型。

這個指令用於確認專案是否已連接到其他遠端儲存庫，
並顯示已連接遠端儲存庫的網址和別名。

在實際使用 Git 時，
這個指令還可以用來新增或刪除與其他遠端儲存庫的連接。"
GameManualItem/content/git remote/commandDetail/1,git remote <color=#CF001C>-v 或 --verbose</color>
GameManualItem/content/git remote/commandDetail/1/example,"當使用者 A 將遠端儲存庫從 Git 服務平台複製到本地設備中。
如果想要確認是否已經正確連接到對應的遠端儲存庫，
可以執行以下指令："
GameManualItem/content/git remote/commandDetail/1/exampleBox,git remote <color=#CF001C>-v</color>
GameManualItem/content/git remote/commandDetail/1/hint,"<b>1. 沒有與任何遠端儲存庫連接時不會有回應：</b>
     如果專案尚未連接其他遠端儲存庫，執行指令後將不會返回任何訊息。"
GameManualItem/content/git remote/commandDetail/1/scenario,1. 當需要確認當前專案的遠端連接狀態時。
GameManualItem/content/git remote/commandDetail/1/use,"確認本地專案是否已與其他遠端儲存庫建立連接，
同時顯示連接儲存庫的網址和別名。"
GameManualItem/content/git reset/1,"<color=#CF001C>git reset</color> 是功能強大的指令類型。
它涵蓋了 '暫存區域'、'提交記錄' 這些領域。

在開發專案時，如果不想要將一些檔案新增到 '暫存區域' 時，
可以使用這個指令將檔案從 '已追蹤' 區域移回 '未追蹤' 區域。"
